"","ENSG","HGNC","mma_id","prot_lvl","rna_lvl","sample_no","type","type2"
"1","ENSG00000014641","MDH1","MMA001",456702.65625,29.71590207,1,"MMUT","MMUT"
"2","ENSG00000014641","MDH1","MMA002",267533.15625,25.69593481,2,"MMUT","MMUT"
"3","ENSG00000014641","MDH1","MMA003",547484.4375,26.04354281,3,"MMUT","MMUT"
"4","ENSG00000014641","MDH1","MMA004",576014.5,22.32382513,4,"MMUT","MMUT"
"5","ENSG00000014641","MDH1","MMA005",512393.15625,17.33248777,5,"MMUT","MMUT"
"6","ENSG00000014641","MDH1","MMA006",529452.6875,21.89010926,6,"MMUT","MMUT"
"7","ENSG00000014641","MDH1","MMA007",359185.125,22.39982756,7,"MMUT","MMUT"
"8","ENSG00000014641","MDH1","MMA008",369604.34375,21.4772201,8,"MMUT","MMUT"
"9","ENSG00000014641","MDH1","MMA009",695195.6875,28.67432442,9,"MMUT","MMUT"
"10","ENSG00000014641","MDH1","MMA010",483926.6875,24.22478225,10,"MMUT","MMUT"
"11","ENSG00000014641","MDH1","MMA011",347996.59375,21.03849914,11,"MMUT","MMUT"
"12","ENSG00000014641","MDH1","MMA012",435920.9375,19.62194596,12,"MMUT","MMUT"
"13","ENSG00000014641","MDH1","MMA013",490750.84375,27.64740112,13,"MMUT","MMUT"
"14","ENSG00000014641","MDH1","MMA014",437556.9375,26.29174944,14,"MMUT","MMUT"
"15","ENSG00000014641","MDH1","MMA015",310089.375,27.26870474,15,"MMUT","MMUT"
"16","ENSG00000014641","MDH1","MMA016",188799.265625,28.54794619,16,"MMUT","MMUT"
"17","ENSG00000014641","MDH1","MMA017",546886.0625,21.99050511,17,"MMUT","MMUT"
"18","ENSG00000014641","MDH1","MMA018",641342.25,21.3486757,18,"MMUT","MMUT"
"19","ENSG00000014641","MDH1","MMA019",393632.5,24.19671919,19,"MMUT","MMUT"
"20","ENSG00000014641","MDH1","MMA020",406192.90625,19.37816612,20,"MMUT","MMUT"
"21","ENSG00000014641","MDH1","MMA021",434263.21875,21.18924759,21,"MMUT","MMUT"
"22","ENSG00000014641","MDH1","MMA023",464465.75,17.9297903,23,"MMUT","MMUT"
"23","ENSG00000014641","MDH1","MMA024",407970.125,20.67712042,24,"MMUT","MMUT"
"24","ENSG00000014641","MDH1","MMA025",492117.75,25.03225038,25,"MMUT","MMUT"
"25","ENSG00000014641","MDH1","MMA026",314598.90625,21.43400867,26,"MMUT","MMUT"
"26","ENSG00000014641","MDH1","MMA027",312519.03125,19.63376863,27,"MMUT","MMUT"
"27","ENSG00000014641","MDH1","MMA028",233689.265625,24.43252704,28,"MMUT","MMUT"
"28","ENSG00000014641","MDH1","MMA029",293032.6875,19.52330879,29,"MMUT","MMUT"
"29","ENSG00000014641","MDH1","MMA030",327215.0625,28.16662563,30,"MMUT","MMUT"
"30","ENSG00000014641","MDH1","MMA031",261338.859375,33.49029713,31,"MMUT","MMUT"
"31","ENSG00000014641","MDH1","MMA032",318070.3125,22.69109612,32,"MMUT","MMUT"
"32","ENSG00000014641","MDH1","MMA033",336029.09375,25.95603892,33,"MMUT","MMUT"
"33","ENSG00000014641","MDH1","MMA034",350582.5625,25.14145968,34,"MMUT","MMUT"
"34","ENSG00000014641","MDH1","MMA035",393642.125,27.69422209,35,"MMUT","MMUT"
"35","ENSG00000014641","MDH1","MMA036",312761.21875,21.96850379,36,"MMUT","MMUT"
"36","ENSG00000014641","MDH1","MMA037",291141.09375,22.41666634,37,"MMUT","MMUT"
"37","ENSG00000014641","MDH1","MMA038",369285.59375,21.74874593,38,"MMUT","MMUT"
"38","ENSG00000014641","MDH1","MMA039",399102.375,23.64148943,39,"MMUT","MMUT"
"39","ENSG00000014641","MDH1","MMA040",389471.0625,20.76188761,40,"MMUT","MMUT"
"40","ENSG00000014641","MDH1","MMA041",298792.34375,24.90624587,41,"MMUT","MMUT"
"41","ENSG00000014641","MDH1","MMA042",486434.9375,19.274905,42,"MMUT","MMUT"
"42","ENSG00000014641","MDH1","MMA043",379572.65625,25.47214235,43,"MMUT","MMUT"
"43","ENSG00000014641","MDH1","MMA044",340945.5,22.9793443,44,"MMUT","MMUT"
"44","ENSG00000014641","MDH1","MMA045",465921.625,25.56333534,45,"MMUT","MMUT"
"45","ENSG00000014641","MDH1","MMA046",445065.46875,26.61123847,46,"MMUT","MMUT"
"46","ENSG00000014641","MDH1","MMA047",351615.875,29.59083497,47,"MMUT","MMUT"
"47","ENSG00000014641","MDH1","MMA048",392956.59375,18.2233341,48,"MMUT","MMUT"
"48","ENSG00000014641","MDH1","MMA049",390750.09375,23.79671372,49,"MMUT","MMUT"
"49","ENSG00000014641","MDH1","MMA050",413239.5,28.95967753,50,"MMUT","MMUT"
"50","ENSG00000014641","MDH1","MMA051",245346.265625,28.23472641,51,"MMUT","MMUT"
"51","ENSG00000014641","MDH1","MMA052",234656.75,34.9274596,52,"MMUT","MMUT"
"52","ENSG00000014641","MDH1","MMA053",331176.9375,17.17337893,53,"MMUT","MMUT"
"53","ENSG00000014641","MDH1","MMA055",405960.53125,21.01361897,55,"MMUT","MMUT"
"54","ENSG00000014641","MDH1","MMA056",425578.65625,21.8915252,56,"MMUT","MMUT"
"55","ENSG00000014641","MDH1","MMA057",366149.5,21.18885679,57,"MMUT","MMUT"
"56","ENSG00000014641","MDH1","MMA058",375675.125,31.04453151,58,"MMUT","MMUT"
"57","ENSG00000014641","MDH1","MMA060",736958.375,28.82507885,60,"MMUT","MMUT"
"58","ENSG00000014641","MDH1","MMA061",503742.40625,25.33789617,61,"MMUT","MMUT"
"59","ENSG00000014641","MDH1","MMA062",404303.09375,20.67852617,62,"MMUT","MMUT"
"60","ENSG00000014641","MDH1","MMA063",315664.40625,26.91452728,63,"MMUT","MMUT"
"61","ENSG00000014641","MDH1","MMA064",411216.125,24.65719828,64,"MMUT","MMUT"
"62","ENSG00000014641","MDH1","MMA065",245097.53125,26.4487822,65,"MMUT","MMUT"
"63","ENSG00000014641","MDH1","MMA066",295027.8125,22.2773518,66,"MMUT","MMUT"
"64","ENSG00000014641","MDH1","MMA067",410413.125,31.408054,67,"MMUT","MMUT"
"65","ENSG00000014641","MDH1","MMA068",497021.375,29.05474731,68,"MMUT","MMUT"
"66","ENSG00000014641","MDH1","MMA069",274416.875,23.36848318,69,"MMUT","MMUT"
"67","ENSG00000014641","MDH1","MMA070",312699.53125,24.20939397,70,"MMUT","MMUT"
"68","ENSG00000014641","MDH1","MMA071",266027.0625,19.59921333,71,"MMUT","MMUT"
"69","ENSG00000014641","MDH1","MMA072",517985.40625,24.47640087,72,"MMUT","MMUT"
"70","ENSG00000014641","MDH1","MMA073",388934.53125,27.26920598,73,"MMUT","MMUT"
"71","ENSG00000014641","MDH1","MMA074",375524.875,26.66189104,74,"MMUT","MMUT"
"72","ENSG00000014641","MDH1","MMA075",466383.46875,18.91734116,75,"MMUT","MMUT"
"73","ENSG00000014641","MDH1","MMA076",404473.46875,19.24491003,76,"MMUT","MMUT"
"74","ENSG00000014641","MDH1","MMA077",478811.28125,26.18978102,77,"MMUT","MMUT"
"75","ENSG00000014641","MDH1","MMA079",246299.171875,23.7560851,79,"MMUT","MMUT"
"76","ENSG00000014641","MDH1","MMA080",367970.09375,21.74895434,80,"MMUT","MMUT"
"77","ENSG00000014641","MDH1","MMA081",190938.34375,28.89795376,81,"MMUT","MMUT"
"78","ENSG00000014641","MDH1","MMA082",340902.59375,21.0924957,82,"MMUT","MMUT"
"79","ENSG00000014641","MDH1","MMA083",562588.3125,31.24206592,83,"MMUT","MMUT"
"80","ENSG00000014641","MDH1","MMA084",212742.453125,21.09566712,84,"MMUT","MMUT"
"81","ENSG00000014641","MDH1","MMA085",616149,27.00933621,85,"MMUT","MMUT"
"82","ENSG00000014641","MDH1","MMA086",595540.75,30.779753,86,"MMUT","MMUT"
"83","ENSG00000014641","MDH1","MMA087",389790.5,17.41415674,87,"MMUT","MMUT"
"84","ENSG00000014641","MDH1","MMA088",414433.65625,25.34779352,88,"MMUT","MMUT"
"85","ENSG00000014641","MDH1","MMA090",353459.90625,24.10049849,90,"MMUT","MMUT"
"86","ENSG00000014641","MDH1","MMA091",432481.21875,28.08734995,91,"MMUT","MMUT"
"87","ENSG00000014641","MDH1","MMA092",520075.53125,23.80325793,92,"MMUT","MMUT"
"88","ENSG00000014641","MDH1","MMA093",412061.84375,23.6750359,93,"MMUT","MMUT"
"89","ENSG00000014641","MDH1","MMA094",514032.875,26.44958998,94,"MMUT","MMUT"
"90","ENSG00000014641","MDH1","MMA095",376155.09375,26.46026986,95,"MMUT","MMUT"
"91","ENSG00000014641","MDH1","MMA096",346258.8125,17.83412924,96,"MMUT","MMUT"
"92","ENSG00000014641","MDH1","MMA097",390069.40625,19.25154355,97,"MMUT","MMUT"
"93","ENSG00000014641","MDH1","MMA098",480002.6875,36.96823851,98,"MMUT","MMUT"
"94","ENSG00000014641","MDH1","MMA099",307390.125,24.22878464,99,"MMUT","MMUT"
"95","ENSG00000014641","MDH1","MMA100",275692.46875,21.34443513,100,"MMUT","MMUT"
"96","ENSG00000014641","MDH1","MMA101",311909.46875,17.97196321,101,"MMUT","MMUT"
"97","ENSG00000014641","MDH1","MMA102",323960.6875,20.38135556,102,"MMUT","MMUT"
"98","ENSG00000014641","MDH1","MMA103",510066.09375,21.52690875,103,"MMUT","MMUT"
"99","ENSG00000014641","MDH1","MMA104",365357.40625,20.00113439,104,"MMUT","MMUT"
"100","ENSG00000014641","MDH1","MMA105",459066.53125,22.59895135,105,"MMUT","MMUT"
"101","ENSG00000014641","MDH1","MMA106",449894.125,23.82800104,106,"MMUT","MMUT"
"102","ENSG00000014641","MDH1","MMA107",256744.296875,19.81500416,107,"MMUT","MMUT"
"103","ENSG00000014641","MDH1","MMA108",467155,19.94993151,108,"MMUT","MMUT"
"104","ENSG00000014641","MDH1","MMA110",412729.125,19.37075847,110,"MMUT","MMUT"
"105","ENSG00000014641","MDH1","MMA111",404850.0625,25.14526925,111,"MMUT","MMUT"
"106","ENSG00000014641","MDH1","MMA112",189084.59375,29.01669645,112,"MMUT","MMUT"
"107","ENSG00000014641","MDH1","MMA113",181533.203125,17.79650257,113,"MMUT","MMUT"
"108","ENSG00000014641","MDH1","MMA114",320633.40625,25.61489707,114,"MMUT","MMUT"
"109","ENSG00000014641","MDH1","MMA115",470860.59375,28.03435033,115,"MMUT","MMUT"
"110","ENSG00000014641","MDH1","MMA116",390301.90625,20.93980116,116,"MMUT","MMUT"
"111","ENSG00000014641","MDH1","MMA117",425862.625,21.1772442,117,"MMUT","MMUT"
"112","ENSG00000014641","MDH1","MMA118",370086.5,17.23741979,118,"MMUT","MMUT"
"113","ENSG00000014641","MDH1","MMA119",476085.75,29.98937788,119,"MMUT","MMUT"
"114","ENSG00000014641","MDH1","MMA120",382898.625,19.3679327,120,"MMUT","MMUT"
"115","ENSG00000014641","MDH1","MMA121",426083.09375,24.88398511,121,"MMUT","MMUT"
"116","ENSG00000014641","MDH1","MMA122",403175,22.11274293,122,"MMUT","MMUT"
"117","ENSG00000014641","MDH1","MMA124",245242.125,30.60482252,124,"MMUT","MMUT"
"118","ENSG00000014641","MDH1","MMA125",368138.125,16.60926809,125,"MMUT","MMUT"
"119","ENSG00000014641","MDH1","MMA126",371627.15625,24.20902256,126,"MMUT","MMUT"
"120","ENSG00000014641","MDH1","MMA127",278360.21875,22.22462139,127,"MMUT","MMUT"
"121","ENSG00000014641","MDH1","MMA128",399278.875,18.10340515,128,"MMUT","MMUT"
"122","ENSG00000014641","MDH1","MMA129",359302.65625,22.48471872,129,"MMUT","MMUT"
"123","ENSG00000014641","MDH1","MMA130",291468.8125,29.31876565,130,"MMUT","MMUT"
"124","ENSG00000014641","MDH1","MMA131",401817.03125,18.31044735,131,"MMUT","MMUT"
"125","ENSG00000014641","MDH1","MMA132",412272.78125,21.41299844,132,"MMUT","MMUT"
"126","ENSG00000014641","MDH1","MMA133",437157.3125,25.32079684,133,"MMUT","MMUT"
"127","ENSG00000014641","MDH1","MMA134",547701.5625,26.15562482,134,"MMUT","MMUT"
"128","ENSG00000014641","MDH1","MMA135",408623.75,26.94560367,135,"MMUT","MMUT"
"129","ENSG00000014641","MDH1","MMA136",408857.9375,19.46944058,136,"MMUT","MMUT"
"130","ENSG00000014641","MDH1","MMA137",226070.96875,23.7280486,137,"MMUT","MMUT"
"131","ENSG00000014641","MDH1","MMA138",221588.484375,23.08227303,138,"MMUT","MMUT"
"132","ENSG00000014641","MDH1","MMA139",247259.234375,21.37006809,139,"MMUT","MMUT"
"133","ENSG00000014641","MDH1","MMA140",349576.15625,34.8082164,140,"MMUT","MMUT"
"134","ENSG00000014641","MDH1","MMA141",332277.4375,17.80105947,141,"MMUT","MMUT"
"135","ENSG00000014641","MDH1","MMA142",390566.5625,27.404697,142,"MMUT","MMUT"
"136","ENSG00000014641","MDH1","MMA143",329950.4375,24.49539363,143,"MMUT","MMUT"
"137","ENSG00000014641","MDH1","MMA144",336745.90625,23.14760313,144,"MMUT","MMUT"
"138","ENSG00000014641","MDH1","MMA145",337459.3125,15.18578114,145,"MMUT","MMUT"
"139","ENSG00000014641","MDH1","MMA146",422408.125,22.77077971,146,"MMUT","MMUT"
"140","ENSG00000014641","MDH1","MMA147",495087.625,18.23609686,147,"MMUT","MMUT"
"141","ENSG00000014641","MDH1","MMA148",367065.5,21.62244004,148,"MMUT","MMUT"
"142","ENSG00000014641","MDH1","MMA149",283667.0625,17.30744554,149,"MMUT","MMUT"
"143","ENSG00000014641","MDH1","MMA150",479223.03125,24.4761711,150,"MMUT","MMUT"
"144","ENSG00000014641","MDH1","MMA151",554537.875,32.48994302,151,"UNKN","REST"
"145","ENSG00000014641","MDH1","MMA152",386127.15625,21.3113061,152,"UNKN","REST"
"146","ENSG00000014641","MDH1","MMA153",216445.765625,19.91841547,153,"UNKN","REST"
"147","ENSG00000014641","MDH1","MMA154",332904.875,21.73127619,154,"UNKN","REST"
"148","ENSG00000014641","MDH1","MMA155",380216.625,39.54777552,155,"UNKN","REST"
"149","ENSG00000014641","MDH1","MMA156",314522.3125,37.66737798,156,"UNKN","REST"
"150","ENSG00000014641","MDH1","MMA157",342037,27.87999538,157,"UNKN","REST"
"151","ENSG00000014641","MDH1","MMA158",441857.4375,22.79814077,158,"UNKN","REST"
"152","ENSG00000014641","MDH1","MMA159",480224.96875,19.61667832,159,"UNKN","REST"
"153","ENSG00000014641","MDH1","MMA160",369711.375,24.63939479,160,"UNKN","REST"
"154","ENSG00000014641","MDH1","MMA161",326154.03125,24.94481541,161,"UNKN","REST"
"155","ENSG00000014641","MDH1","MMA162",332708.75,24.67706627,162,"UNKN","REST"
"156","ENSG00000014641","MDH1","MMA163",282149.71875,21.84250136,163,"UNKN","REST"
"157","ENSG00000014641","MDH1","MMA164",374373.0625,25.39367353,164,"UNKN","REST"
"158","ENSG00000014641","MDH1","MMA165",332604.09375,23.3374528,165,"UNKN","REST"
"159","ENSG00000014641","MDH1","MMA166",344371.09375,21.51967185,166,"UNKN","REST"
"160","ENSG00000014641","MDH1","MMA167",495831.65625,20.49906495,167,"UNKN","REST"
"161","ENSG00000014641","MDH1","MMA168",294933.46875,10.80065398,168,"UNKN","REST"
"162","ENSG00000014641","MDH1","MMA169",428570.46875,21.78264269,169,"UNKN","REST"
"163","ENSG00000014641","MDH1","MMA170",301359,21.64787238,170,"UNKN","REST"
"164","ENSG00000014641","MDH1","MMA171",400734.625,25.38113578,171,"UNKN","REST"
"165","ENSG00000014641","MDH1","MMA172",373363.625,17.85390591,172,"UNKN","REST"
"166","ENSG00000014641","MDH1","MMA173",285937.65625,29.65508308,173,"UNKN","REST"
"167","ENSG00000014641","MDH1","MMA174",378520.6875,26.92887096,174,"UNKN","REST"
"168","ENSG00000014641","MDH1","MMA175",431881.6875,24.02896317,175,"UNKN","REST"
"169","ENSG00000014641","MDH1","MMA176",237370.921875,18.87578442,176,"UNKN","REST"
"170","ENSG00000014641","MDH1","MMA177",484632.84375,23.90064239,177,"UNKN","REST"
"171","ENSG00000014641","MDH1","MMA178",301034.125,23.0173194,178,"UNKN","REST"
"172","ENSG00000014641","MDH1","MMA179",392899.59375,20.17144019,179,"UNKN","REST"
"173","ENSG00000014641","MDH1","MMA180",344445.6875,15.90494942,180,"UNKN","REST"
"174","ENSG00000014641","MDH1","MMA181",323456.40625,20.92060434,181,"UNKN","REST"
"175","ENSG00000014641","MDH1","MMA182",406067.4375,20.34327418,182,"UNKN","REST"
"176","ENSG00000014641","MDH1","MMA183",361048.9375,33.8818802,183,"UNKN","REST"
"177","ENSG00000014641","MDH1","MMA184",415270.78125,26.61526732,184,"UNKN","REST"
"178","ENSG00000014641","MDH1","MMA185",581628.9375,21.76486934,185,"UNKN","REST"
"179","ENSG00000014641","MDH1","MMA186",402387.8125,29.79008815,186,"UNKN","REST"
"180","ENSG00000014641","MDH1","MMA187",384657.5625,29.10879974,187,"UNKN","REST"
"181","ENSG00000014641","MDH1","MMA188",361788.46875,20.89765514,188,"UNKN","REST"
"182","ENSG00000014641","MDH1","MMA189",214324.765625,25.16810578,189,"UNKN","REST"
"183","ENSG00000014641","MDH1","MMA190",305834.625,23.60019377,190,"UNKN","REST"
"184","ENSG00000014641","MDH1","MMA191",404748.5,21.02641224,191,"UNKN","REST"
"185","ENSG00000014641","MDH1","MMA192",337651.65625,30.50701992,192,"UNKN","REST"
"186","ENSG00000014641","MDH1","MMA193",158583.703125,21.19291502,193,"UNKN","REST"
"187","ENSG00000014641","MDH1","MMA194",392987.5625,24.95085959,194,"UNKN","REST"
"188","ENSG00000014641","MDH1","MMA195",281161.09375,23.13331081,195,"UNKN","REST"
"189","ENSG00000014641","MDH1","MMA196",262572,24.66179584,196,"UNKN","REST"
"190","ENSG00000014641","MDH1","MMA197",441651.125,20.69416166,197,"UNKN","REST"
"191","ENSG00000014641","MDH1","MMA198",402428.59375,21.24916201,198,"UNKN","REST"
"192","ENSG00000014641","MDH1","MMA199",466338.03125,23.07108345,199,"UNKN","REST"
"193","ENSG00000014641","MDH1","MMA200",223882.6875,18.97772572,200,"UNKN","REST"
"194","ENSG00000014641","MDH1","MMA201",493810.375,22.01808517,201,"UNKN","REST"
"195","ENSG00000014641","MDH1","MMA202",579156.375,18.47368046,202,"UNKN","REST"
"196","ENSG00000014641","MDH1","MMA203",457961,26.74315249,203,"UNKN","REST"
"197","ENSG00000014641","MDH1","MMA204",451548.96875,37.23536633,204,"UNKN","REST"
"198","ENSG00000014641","MDH1","MMA205",420794.78125,17.81988678,205,"UNKN","REST"
"199","ENSG00000014641","MDH1","MMA206",377822.625,22.20488097,206,"UNKN","REST"
"200","ENSG00000014641","MDH1","MMA208",666977.1875,34.73023717,208,"UNKN","REST"
"201","ENSG00000014641","MDH1","MMA209",281725.59375,24.78460699,209,"UNKN","REST"
"202","ENSG00000014641","MDH1","MMA210",408180.53125,17.83345784,210,"UNKN","REST"
"203","ENSG00000014641","MDH1","MMA211",372925.9375,29.40797541,211,"CTRL","REST"
"204","ENSG00000014641","MDH1","MMA212",408285.34375,16.37178354,212,"CTRL","REST"
"205","ENSG00000014641","MDH1","MMA213",403201.1875,18.79256906,213,"CTRL","REST"
"206","ENSG00000014641","MDH1","MMA214",305642.3125,25.81565312,214,"CTRL","REST"
"207","ENSG00000014641","MDH1","MMA215",279739.6875,23.49245553,215,"CTRL","REST"
"208","ENSG00000014641","MDH1","MMA216",435367.28125,27.74797424,216,"CTRL","REST"
"209","ENSG00000014641","MDH1","MMA217",320126.25,34.47498128,217,"CTRL","REST"
"210","ENSG00000014641","MDH1","MMA218",377204.875,17.55377867,218,"CTRL","REST"
"211","ENSG00000014641","MDH1","MMA219",374386.9375,16.12399279,219,"CTRL","REST"
"212","ENSG00000014641","MDH1","MMA220",442613.1875,33.70007103,220,"CTRL","REST"
"213","ENSG00000014641","MDH1","MMA222",371555.34375,25.83286579,222,"CTRL","REST"
"214","ENSG00000014641","MDH1","MMA223",324986.25,23.11591748,223,"CTRL","REST"
"215","ENSG00000014641","MDH1","MMA224",453617.96875,19.80405967,224,"CTRL","REST"
"216","ENSG00000014641","MDH1","MMA225",394916.71875,19.85643386,225,"CTRL","REST"
"217","ENSG00000014641","MDH1","MMA226",460565.15625,24.02949032,226,"CTRL","REST"
"218","ENSG00000014641","MDH1","MMA227",443540.5,21.27257364,227,"CTRL","REST"
"219","ENSG00000014641","MDH1","MMA228",203068.78125,21.20529676,228,"CTRL","REST"
"220","ENSG00000014641","MDH1","MMA229",287621.375,30.64167229,229,"CTRL","REST"
"221","ENSG00000014641","MDH1","MMA230",425057.25,24.47284866,230,"CTRL","REST"
"222","ENSG00000062485","CS","MMA001",598066.75,23.72859956,1,"MMUT","MMUT"
"223","ENSG00000062485","CS","MMA002",690696.0625,19.51979097,2,"MMUT","MMUT"
"224","ENSG00000062485","CS","MMA003",516507.71875,12.93793311,3,"MMUT","MMUT"
"225","ENSG00000062485","CS","MMA004",381219.4375,13.3045493,4,"MMUT","MMUT"
"226","ENSG00000062485","CS","MMA005",455413.0625,13.84491593,5,"MMUT","MMUT"
"227","ENSG00000062485","CS","MMA006",286910.71875,12.67203288,6,"MMUT","MMUT"
"228","ENSG00000062485","CS","MMA007",622865.25,16.22274734,7,"MMUT","MMUT"
"229","ENSG00000062485","CS","MMA008",712014.125,16.72087076,8,"MMUT","MMUT"
"230","ENSG00000062485","CS","MMA009",716153.4375,19.888544,9,"MMUT","MMUT"
"231","ENSG00000062485","CS","MMA010",555396.4375,12.08428909,10,"MMUT","MMUT"
"232","ENSG00000062485","CS","MMA011",492405.9375,16.99499178,11,"MMUT","MMUT"
"233","ENSG00000062485","CS","MMA012",497281.46875,16.08301993,12,"MMUT","MMUT"
"234","ENSG00000062485","CS","MMA013",679006.9375,15.77572784,13,"MMUT","MMUT"
"235","ENSG00000062485","CS","MMA014",834445.0625,17.62003987,14,"MMUT","MMUT"
"236","ENSG00000062485","CS","MMA015",480052.59375,16.7847632,15,"MMUT","MMUT"
"237","ENSG00000062485","CS","MMA016",1284825.625,18.81067922,16,"MMUT","MMUT"
"238","ENSG00000062485","CS","MMA017",584862,14.95055304,17,"MMUT","MMUT"
"239","ENSG00000062485","CS","MMA018",370109.40625,16.31726598,18,"MMUT","MMUT"
"240","ENSG00000062485","CS","MMA019",900380.875,20.39053139,19,"MMUT","MMUT"
"241","ENSG00000062485","CS","MMA020",254717.359375,15.01108121,20,"MMUT","MMUT"
"242","ENSG00000062485","CS","MMA021",241900.1875,13.61936379,21,"MMUT","MMUT"
"243","ENSG00000062485","CS","MMA023",554045,13.34887313,23,"MMUT","MMUT"
"244","ENSG00000062485","CS","MMA024",679716.1875,18.65182575,24,"MMUT","MMUT"
"245","ENSG00000062485","CS","MMA025",561736.5625,22.71765638,25,"MMUT","MMUT"
"246","ENSG00000062485","CS","MMA026",707605.125,18.00392801,26,"MMUT","MMUT"
"247","ENSG00000062485","CS","MMA027",404962.25,16.99868379,27,"MMUT","MMUT"
"248","ENSG00000062485","CS","MMA028",702054.9375,23.6105758,28,"MMUT","MMUT"
"249","ENSG00000062485","CS","MMA029",768323.0625,23.00664303,29,"MMUT","MMUT"
"250","ENSG00000062485","CS","MMA030",499035.375,25.67402177,30,"MMUT","MMUT"
"251","ENSG00000062485","CS","MMA031",737871.1875,28.15028457,31,"MMUT","MMUT"
"252","ENSG00000062485","CS","MMA032",562623.625,18.58970223,32,"MMUT","MMUT"
"253","ENSG00000062485","CS","MMA033",548563.375,17.13408773,33,"MMUT","MMUT"
"254","ENSG00000062485","CS","MMA034",499381.375,16.50429308,34,"MMUT","MMUT"
"255","ENSG00000062485","CS","MMA035",483685.5,24.37092727,35,"MMUT","MMUT"
"256","ENSG00000062485","CS","MMA036",552816.5,16.02721764,36,"MMUT","MMUT"
"257","ENSG00000062485","CS","MMA037",693022,19.04345236,37,"MMUT","MMUT"
"258","ENSG00000062485","CS","MMA038",415631.5,16.36184571,38,"MMUT","MMUT"
"259","ENSG00000062485","CS","MMA039",413464.125,16.00515986,39,"MMUT","MMUT"
"260","ENSG00000062485","CS","MMA040",344446.21875,14.56699954,40,"MMUT","MMUT"
"261","ENSG00000062485","CS","MMA041",681548.625,29.33054164,41,"MMUT","MMUT"
"262","ENSG00000062485","CS","MMA042",479019.34375,19.82523173,42,"MMUT","MMUT"
"263","ENSG00000062485","CS","MMA043",502540.8125,18.94110095,43,"MMUT","MMUT"
"264","ENSG00000062485","CS","MMA044",740460.5,17.27780429,44,"MMUT","MMUT"
"265","ENSG00000062485","CS","MMA045",498879.75,19.15220061,45,"MMUT","MMUT"
"266","ENSG00000062485","CS","MMA046",360642.625,16.65840793,46,"MMUT","MMUT"
"267","ENSG00000062485","CS","MMA047",606413.0625,24.47274302,47,"MMUT","MMUT"
"268","ENSG00000062485","CS","MMA048",386618.3125,14.18877119,48,"MMUT","MMUT"
"269","ENSG00000062485","CS","MMA049",458390.53125,22.53446782,49,"MMUT","MMUT"
"270","ENSG00000062485","CS","MMA050",508588.53125,25.48903289,50,"MMUT","MMUT"
"271","ENSG00000062485","CS","MMA051",750868.625,25.70049536,51,"MMUT","MMUT"
"272","ENSG00000062485","CS","MMA052",958846.5,20.13454131,52,"MMUT","MMUT"
"273","ENSG00000062485","CS","MMA053",393630.875,12.94645511,53,"MMUT","MMUT"
"274","ENSG00000062485","CS","MMA055",496564.625,17.09600427,55,"MMUT","MMUT"
"275","ENSG00000062485","CS","MMA056",276347,16.21154086,56,"MMUT","MMUT"
"276","ENSG00000062485","CS","MMA057",560812.375,19.27624351,57,"MMUT","MMUT"
"277","ENSG00000062485","CS","MMA058",573155,30.63825228,58,"MMUT","MMUT"
"278","ENSG00000062485","CS","MMA060",561931,18.77181645,60,"MMUT","MMUT"
"279","ENSG00000062485","CS","MMA061",293115.25,16.76303149,61,"MMUT","MMUT"
"280","ENSG00000062485","CS","MMA062",412352.96875,17.57294337,62,"MMUT","MMUT"
"281","ENSG00000062485","CS","MMA063",557876.75,17.55963107,63,"MMUT","MMUT"
"282","ENSG00000062485","CS","MMA064",411567.375,20.44752279,64,"MMUT","MMUT"
"283","ENSG00000062485","CS","MMA065",489375.28125,17.07917837,65,"MMUT","MMUT"
"284","ENSG00000062485","CS","MMA066",839153.1875,20.3632934,66,"MMUT","MMUT"
"285","ENSG00000062485","CS","MMA067",721147.0625,18.56039537,67,"MMUT","MMUT"
"286","ENSG00000062485","CS","MMA068",319591.75,17.31954379,68,"MMUT","MMUT"
"287","ENSG00000062485","CS","MMA069",553568,22.81809109,69,"MMUT","MMUT"
"288","ENSG00000062485","CS","MMA070",729454.3125,19.58149677,70,"MMUT","MMUT"
"289","ENSG00000062485","CS","MMA071",673350,17.6308225,71,"MMUT","MMUT"
"290","ENSG00000062485","CS","MMA072",236856.3125,13.85084728,72,"MMUT","MMUT"
"291","ENSG00000062485","CS","MMA073",744507,16.96875474,73,"MMUT","MMUT"
"292","ENSG00000062485","CS","MMA074",626687.125,14.37834819,74,"MMUT","MMUT"
"293","ENSG00000062485","CS","MMA075",669307.125,15.09490819,75,"MMUT","MMUT"
"294","ENSG00000062485","CS","MMA076",378999.15625,16.09180524,76,"MMUT","MMUT"
"295","ENSG00000062485","CS","MMA077",270609.75,17.60058463,77,"MMUT","MMUT"
"296","ENSG00000062485","CS","MMA079",473985.6875,20.43780593,79,"MMUT","MMUT"
"297","ENSG00000062485","CS","MMA080",445882.53125,19.52942591,80,"MMUT","MMUT"
"298","ENSG00000062485","CS","MMA081",601141.875,19.80700542,81,"MMUT","MMUT"
"299","ENSG00000062485","CS","MMA082",714949.75,18.9825391,82,"MMUT","MMUT"
"300","ENSG00000062485","CS","MMA083",329153.625,15.21987425,83,"MMUT","MMUT"
