MMA001_RNA;190211_K00376_0057_BHYK5LBBXX;2;1;39.931872696575844;3.4258884244567582;34224772
MMA001_RNA;190211_K00376_0057_BHYK5LBBXX;2;2;39.289519191537636;4.762486827815744;34224772
MMA002_RNA;190208_K00376_0054_AH2YTNBBXY;2;1;39.920276086368126;3.450469084294399;32123764
MMA002_RNA;190208_K00376_0054_AH2YTNBBXY;2;2;39.355660344161414;4.66071366896459;32123764
MMA003_RNA;190208_K00376_0054_AH2YTNBBXY;8;1;39.950667576188074;3.386161684630227;29694738
MMA003_RNA;190208_K00376_0054_AH2YTNBBXY;8;2;39.093477177449195;5.154123231595989;29694738
MMA004_RNA;190211_K00376_0057_BHYK5LBBXX;2;1;39.48161315323459;4.17993563655287;32391120
MMA004_RNA;190211_K00376_0057_BHYK5LBBXX;2;2;38.93263768300283;5.32983134717851;32391120
MMA005_RNA;190211_K00376_0057_BHYK5LBBXX;3;1;39.93424231242716;3.4422256276267857;35973838
MMA005_RNA;190211_K00376_0057_BHYK5LBBXX;3;2;39.47042697269796;4.420271899509448;35973838
MMA006_RNA;190208_K00376_0055_BHYKCCBBXX;4;1;26.592820512820513;10.193124864506816;26
MMA006_RNA;190208_K00376_0055_BHYKCCBBXX;4;2;25.81230769230769;10.2197834436643;26
MMA006_RNA;190211_K00376_0057_BHYK5LBBXX;8;1;39.770649200853505;3.724434960438911;48817958
MMA006_RNA;190211_K00376_0057_BHYK5LBBXX;8;2;38.35051876497306;6.322107436704553;48817958
MMA007_RNA;190208_K00376_0054_AH2YTNBBXY;7;1;39.972113911818255;3.3459185511910534;35662779
MMA007_RNA;190208_K00376_0054_AH2YTNBBXY;7;2;39.477220771456615;4.412131989843983;35662779
MMA008_RNA;190208_K00376_0054_AH2YTNBBXY;8;1;39.93954683860434;3.408483497038038;33914304
MMA008_RNA;190208_K00376_0054_AH2YTNBBXY;8;2;39.05397985620856;5.243835596787332;33914304
MMA009_RNA;190208_K00376_0054_AH2YTNBBXY;4;1;39.88239467766917;3.5184202059326997;37140169
MMA009_RNA;190208_K00376_0054_AH2YTNBBXY;4;2;39.32224796176883;4.686945923678631;37140169
MMA010_RNA;190208_K00376_0055_BHYKCCBBXX;5;1;39.92954253900807;3.437136541989969;36451516
MMA010_RNA;190208_K00376_0055_BHYKCCBBXX;5;2;39.228350693562376;4.906972065083398;36451516
MMA011_RNA;190208_K00376_0054_AH2YTNBBXY;2;1;39.92200042431121;3.4293901290764195;31093530
MMA011_RNA;190208_K00376_0054_AH2YTNBBXY;2;2;39.28752539408252;4.753333462810458;31093530
MMA012_RNA;190208_K00376_0055_BHYKCCBBXX;7;1;39.11542759254118;4.674574874364389;72144492
MMA012_RNA;190208_K00376_0055_BHYKCCBBXX;7;2;38.70790941804215;5.644023520413139;72144492
MMA013_RNA;190208_K00376_0055_BHYKCCBBXX;4;1;24.100512820512822;10.539850541100519;13
MMA013_RNA;190208_K00376_0055_BHYKCCBBXX;4;2;24.423589743589744;10.259970731967972;13
MMA013_RNA;190211_K00376_0057_BHYK5LBBXX;8;1;39.77603498232595;3.7025767537125374;27170063
MMA013_RNA;190211_K00376_0057_BHYK5LBBXX;8;2;38.40341020629948;6.180246426162058;27170063
MMA014_RNA;190208_K00376_0055_BHYKCCBBXX;2;1;39.79658537360917;3.702434801083038;27067051
MMA014_RNA;190208_K00376_0055_BHYKCCBBXX;2;2;39.15689833763814;5.058056298747712;27067051
MMA015_RNA;190208_K00376_0054_AH2YTNBBXY;6;1;39.94334263732653;3.4154390511169623;31252889
MMA015_RNA;190208_K00376_0054_AH2YTNBBXY;6;2;39.5506578829667;4.30050163757531;31252889
MMA016_RNA;190208_K00376_0054_AH2YTNBBXY;1;1;39.90708325740154;3.480449412315389;28084414
MMA016_RNA;190208_K00376_0054_AH2YTNBBXY;1;2;38.20128051998284;6.436621713367132;28084414
MMA017_RNA;190208_K00376_0055_BHYKCCBBXX;2;1;39.82639593033675;3.638886228137665;38151363
MMA017_RNA;190208_K00376_0055_BHYKCCBBXX;2;2;39.16702517565799;4.99290945214446;38151363
MMA018_RNA;190211_K00376_0057_BHYK5LBBXX;3;1;39.965775438688745;3.3617789678608916;46098478
MMA018_RNA;190211_K00376_0057_BHYK5LBBXX;3;2;39.26547151050555;4.827779548406802;46098478
MMA019_RNA;190208_K00376_0054_AH2YTNBBXY;3;1;39.92799521671237;3.435182052119831;29900216
MMA019_RNA;190208_K00376_0054_AH2YTNBBXY;3;2;39.404246514696304;4.577228835998352;29900216
MMA020_RNA;190208_K00376_0054_AH2YTNBBXY;8;1;39.92479517109692;3.441488451792332;29406706
MMA020_RNA;190208_K00376_0054_AH2YTNBBXY;8;2;39.05815656696356;5.2618079866703145;29406706
MMA021_RNA;190208_K00376_0054_AH2YTNBBXY;3;1;39.920817691061146;3.4453103845687085;32066846
MMA021_RNA;190208_K00376_0054_AH2YTNBBXY;3;2;39.31337326616614;4.72717675012855;32066846
MMA023_RNA;190208_K00376_0054_AH2YTNBBXY;2;1;39.89769495546442;3.478635900154417;28635976
MMA023_RNA;190208_K00376_0054_AH2YTNBBXY;2;2;39.32054488754519;4.707621806770733;28635976
MMA024_RNA;190208_K00376_0054_AH2YTNBBXY;1;1;39.913773379894174;3.4657471630492003;31009461
MMA024_RNA;190208_K00376_0054_AH2YTNBBXY;1;2;38.207054397151026;6.4373811420736216;31009461
MMA025_RNA;190208_K00376_0055_BHYKCCBBXX;2;1;39.80029721904424;3.685179543938094;38377801
MMA025_RNA;190208_K00376_0055_BHYKCCBBXX;2;2;38.96109416204783;5.313929807767558;38377801
MMA026_RNA;190208_K00376_0054_AH2YTNBBXY;3;1;39.90994835827783;3.479524625392321;34692685
MMA026_RNA;190208_K00376_0054_AH2YTNBBXY;3;2;39.239235548358394;4.84673169979476;34692685
MMA027_RNA;190211_K00376_0057_BHYK5LBBXX;1;1;39.86291730012246;3.542739091511813;50383021
MMA027_RNA;190211_K00376_0057_BHYK5LBBXX;1;2;38.91998346744631;5.36042201277135;50383021
MMA028_RNA;190208_K00376_0055_BHYKCCBBXX;2;1;39.782617704635385;3.7184395188570827;40580751
MMA028_RNA;190208_K00376_0055_BHYKCCBBXX;2;2;39.03348995882309;5.21805461740444;40580751
MMA029_RNA;190208_K00376_0055_BHYKCCBBXX;3;1;39.86085561031427;3.547157736622775;15342257
MMA029_RNA;190208_K00376_0055_BHYKCCBBXX;3;2;39.14937680073191;5.016933849043892;15342257
MMA029_RNA;190220_K00377_0063_AH3T23BBXY;1;1;39.95892162101163;3.3960734958954766;17818955
MMA029_RNA;190220_K00377_0063_AH3T23BBXY;1;2;39.16484314371971;5.050945901435521;17818955
MMA029_RNA;190220_K00377_0063_AH3T23BBXY;2;1;39.921838391715625;3.474417981679893;17559863
MMA029_RNA;190220_K00377_0063_AH3T23BBXY;2;2;39.32542882443521;4.768803971577305;17559863
MMA030_RNA;190208_K00376_0054_AH2YTNBBXY;8;1;39.96943652439649;3.3578560592977853;24447453
MMA030_RNA;190208_K00376_0054_AH2YTNBBXY;8;2;39.07376821299135;5.230720694325899;24447453
MMA031_RNA;190208_K00376_0054_AH2YTNBBXY;6;1;39.95908358482081;3.378350957551694;33817787
MMA031_RNA;190208_K00376_0054_AH2YTNBBXY;6;2;39.4893566879465;4.373480005276935;33817787
MMA032_RNA;190208_K00376_0054_AH2YTNBBXY;5;1;40.01511163571641;3.2734499244252637;30297487
MMA032_RNA;190208_K00376_0054_AH2YTNBBXY;5;2;39.49244173111343;4.395618462949802;30297487
MMA033_RNA;190208_K00376_0055_BHYKCCBBXX;5;1;39.90916606152299;3.4879342112742355;11818130
MMA033_RNA;190208_K00376_0055_BHYKCCBBXX;5;2;39.09162604123213;5.18591048110872;11818130
MMA033_RNA;190220_K00377_0063_AH3T23BBXY;1;1;39.90524437333594;3.51807867038548;22500825
MMA033_RNA;190220_K00377_0063_AH3T23BBXY;1;2;38.934028440290525;5.506643156116325;22500825
MMA033_RNA;190220_K00377_0063_AH3T23BBXY;2;1;39.86422602839894;3.6069889608627674;22156909
